T0,T1,T2,T3,R1,C1,Wo1,Wo2,f,Z_mod
248.7422959264965,9429.403584786412,1.4030114125458075,199.52623149688787,556.5399965734395,0.007659463039981499,113.4931646626061,981.7370011418075,0.000500227954831837,5673.8743102525395
11.297117383862815,9239.043187514328,5.9075202299730645,199.52623149688787,246.63695920334425,1.8290127840746408e-05,77.28132899352126,802.5255782556425,1977.1809532001946,4.423187286320281
33.65724429939951,122.15592395979583,24.964288906413206,199.52623149688787,582.208698371035,5.797364103382314e-06,859.4379050234916,4044.9430537370945,38850.055843422444,0.7297706396578526
830.7043907716312,3373.2620713821198,2.464724344741699,199.52623149688787,11.289914176783462,4.888234414616064e-06,11.749035257012347,4181.970613471636,0.0005906299162442337,1456.6930300303497
50.18986108455533,1075.1232857827895,11.078576119196471,199.52623149688787,314.13919423442,2.1857507442569126e-05,59.449498779741525,4841.696025296581,0.11331419541885954,317.95176095069894
54.91296030019538,172.1251006798272,23.874540919686797,199.52623149688787,17.670211138843968,2.650940866068905e-05,240.784737865317,2394.0785734499095,3.5227953354542754,19.05336872193694
173.53314886907617,780.6443148353045,3.9279632920295433,199.52623149688787,308.6055468761565,2.2931315069008105e-06,541.9192438693376,2882.639157105595,30.310510907418294,307.13153913887743
82.815718619836,181.739481423038,31.07128910432635,199.52623149688787,56.54133802411854,0.006620357127225391,143.85901835352706,1426.6926188457314,0.017924376799372494,78.47168391744076
24.16513399294491,6294.5992828089475,8.334777755597386,199.52623149688787,11.84483619852905,1.6403079716020429e-06,90.99631945796358,1497.1846520739414,0.002734458656740599,254.2582866478389
437.48003674159526,379.17255606084467,12.243856588193188,199.52623149688787,27.147385329313487,0.008532937487924486,38.0192734934177,2640.025123175665,86.25619931631827,1.5238276670482456
76.70236558297219,547.5951152979396,47.059714312699434,199.52623149688787,984.1818661308582,0.00015517476829382404,91.49411469526126,1430.8896022900467,922.2852049393141,1.1872973468692773
48.0287808395578,136.1271223172164,3.2890301184425863,199.52623149688787,17.22639108847425,0.00660999532247153,277.2480222812186,2839.1838809679225,0.0725936208189274,28.05359138549227
156.60421043280536,7142.414345669605,3.405473840567223,199.52623149688787,102.1740746206369,1.1259040989155756e-05,632.5906815914075,1393.242624989192,689.7089754121286,20.450774763934582
104.36430712505843,322.17441019591934,18.609618791646497,199.52623149688787,36.61022429755265,0.0005088296854766941,65.97116340376333,735.3618652271134,0.01344664617234447,62.963867702385365
113.18314494723117,226.90223228834822,14.463355208650697,199.52623149688787,556.709306763665,0.0047525019462689696,54.544925328407686,4221.3503108531995,0.00146013632856846,595.1178370491269
32.53087353970195,647.1020869388859,3.2864797812975888,199.52623149688787,90.36172177155251,0.00013805987860774106,29.901702506105806,2298.1343052686248,0.0003939918786003104,235.62487993490072
10.771867668460047,272.0002153176838,20.352256485429816,199.52623149688787,19.80783551057223,0.00968250998164094,41.34603541723168,959.9188166075936,0.00017285788067008552,55.11632052418417
12.50949849077416,9926.955015307207,7.76266180267277,199.52623149688787,228.22435018541134,4.297226130091471e-05,421.21944510257396,4791.4933546523835,68.99185075932934,52.54146706472288
832.6641969726011,2881.992667743762,3.676086796078863,199.52623149688787,68.66493438677894,0.0004145078510688832,16.78940154312178,840.9196936360153,20089.36343169167,0.1815707349579287
286.73893495634417,1002.047903189094,30.723669732374425,199.52623149688787,129.43455754974755,8.396386787577213e-06,919.0810256863106,2952.2612000002405,0.008911225090439658,237.67149299907007
32.426504303716555,140.45386206024955,42.22737489913506,199.52623149688787,47.56798585884282,0.004185609818969907,160.92756874638212,4097.408872528848,11.753417413206057,3.667698383488981
105.72529936685044,1555.9781619369605,5.041147505611945,199.52623149688787,17.646234862340453,6.644935662583276e-06,64.67974981689616,1934.3520887730813,0.0008918489651875047,225.26026326302923
84.61812949665176,575.8851182848045,1.497629631590923,199.52623149688787,656.4468554207066,0.0005561736723494793,252.34164537734233,1897.0452919655033,83819.70358792554,0.018807714448587674
11.382145653635012,2908.369856738338,3.0462804589907666,199.52623149688787,666.1453026429951,1.2029514616657513e-06,92.75869704036711,2105.4454741209993,0.0001740073767284882,1302.6916834968513
25.16230420438057,7268.063090395135,17.40307736967779,199.52623149688787,968.6578488455983,2.279296589551151e-05,16.536737702016502,855.5383824564339,0.00117925407626926,1031.4987175789074
11.864876609443701,4304.788705282863,11.371924251038775,199.52623149688787,114.17124598181844,4.367273404566742e-05,58.2124387937353,1466.5671499681032,0.0004302900434667148,224.32277321468513
28.348426361362883,625.786737586529,8.31819408724531,199.52623149688787,13.575396857667723,1.213950239825918e-06,345.65229562133436,702.8350915424465,1393.9769627872681,13.56524070818001
435.6399353201848,7677.445196784282,1.160592797087081,199.52623149688787,17.098050359081483,4.217301790676027e-06,59.84427134267047,921.3323022651377,0.0009833269274933656,4105.828818151834
219.74979051127102,110.69826686336742,1.006218218474993,199.52623149688787,12.153480952624234,6.338768871957187e-06,117.68099312817439,1564.2726719202196,0.14750918862215057,29.152326060353637
149.15494382485176,177.4496001267007,9.819247340961317,199.52623149688787,13.775070686679303,0.00021363153081826035,273.13918531024046,2086.485520628312,0.002954990841900592,102.63931156187009
12.752673550838017,7049.499356162189,8.431267191857101,199.52623149688787,996.4357239169349,8.249700374599045e-06,473.877345542122,889.5821225804657,1382.6669285775586,14.081243187741185
12.141047387010442,138.02002346868983,2.19462372915241,199.52623149688787,25.89952505691218,4.9911424279300754e-06,10.88203737832379,1616.7361784954805,0.03407841707888664,27.885800382536306
376.1665396131379,7621.915435622535,25.33447832079226,199.52623149688787,899.4177068420539,0.0004915505364595714,18.801925751858672,4219.244019218218,20.635482674474396,17.465422485559305
25.831363172962124,1510.02422749394,7.75849487524585,199.52623149688787,33.037582210790646,0.0021573078158697414,564.0677497703389,4175.290297922333,8991.254705408595,0.050558331862576966
22.716405552073915,670.6780839724224,41.20030498767696,199.52623149688787,991.9484401318407,0.0013936892277523559,11.250775784372065,4783.293607052921,405.26697869404614,0.30760486055786207
29.700274911292567,2327.9738668071714,16.276290706069997,199.52623149688787,109.29809766274752,1.5398061980944046e-05,20.998715148604862,1077.6211534924237,0.03414541459633664,113.2014397701679
22.27141377872533,331.64127699289867,11.08558224502244,199.52623149688787,23.40676569929459,0.003679054232889109,45.916583535616894,2061.7585494885184,0.0028684323020717935,41.70335415974497
237.84870627599113,135.82908878880008,1.8118889003882976,199.52623149688787,59.98050826601007,0.00017347449654036892,13.01201955549559,1675.2608960484645,0.003538277909355361,163.0154659137286
10.838915445510455,113.09378639529726,2.201105585136307,199.52623149688787,999.1658596617787,5.0981333745208555e-06,180.96490103568613,1728.703632017118,0.0009921929480096751,1071.6546237157474
304.4238526249157,315.5093470750217,3.9591941331330753,199.52623149688787,289.44429806204596,5.997515477177469e-06,17.68574709199512,2908.2042915925695,2.065973854589949,293.7936455075093
28.601225840117767,3619.4559385323705,22.944263568481887,199.52623149688787,219.24906666600748,0.001956908550046512,185.00105775402875,2173.8524057332825,12.621843305505791,6.945654484472481
13.420502467376378,1103.429581383701,8.498568401089692,199.52623149688787,50.49022126462088,0.0001040180471595453,512.8239646095668,1025.4739067201126,2597.056080404758,0.6903763688204839
14.995407737720667,3356.2142550626795,33.423317921196706,199.52623149688787,527.8100491089132,2.3037117534200418e-06,20.333240445897374,588.15575310208,83.6177265031957,444.87677197146445
19.75225342576429,2818.4863752078277,8.900998614925909,199.52623149688787,12.538019716599834,0.004650737760778033,35.532228443092045,4542.318680727057,11.4817022946454,3.095007491629755
