R0,R1,C1,R2,C2,R3,C3,f,Z_mod
412.36253750248204,42.32922013741167,3.148641583738456e-05,174.93783532720704,0.0023877177582542633,99.25322457640712,0.003269929151524799,13.282155657164537,454.6487282467473
961.8281020368037,41.553132088623144,1.5004788653142789e-05,201.14237455328194,0.0002915792749003833,84.06140747771583,2.3679712622070083e-06,44810.39509716608,961.8577944197083
52.620016622709024,800.690243572043,6.228216565892306e-06,193.67741138927764,1.974262177041298e-06,58.703459720850475,0.00014485995861497112,0.00020967999882150478,1105.6911312792663
315.58366026008014,85.76057451381863,0.001586639636183776,929.7158557896943,0.00011449650346686706,42.736072032816644,7.996847524881776e-05,0.0009676628717440031,1373.7958795584047
51.2916387772062,36.74552252753294,3.6089771809452573e-06,83.09727976675498,0.006338539976640773,28.427655988300195,0.008151421517793743,0.00027002574896396855,199.56204459692515
194.23531557403297,15.374094895087033,0.0013501150938515952,10.490657931850446,0.0009079044337452799,15.87535119547246,0.0007510481795458932,0.03564807738796922,235.974965663365
260.406102207321,48.26594117530423,2.672950396305074e-05,40.4313498710512,4.781779579366226e-05,52.840681419855336,0.002737041207079671,6680.898498257527,260.4324435879127
18.425555275205465,101.21920188534287,0.0004575010418501636,112.08450817911877,1.851896433047356e-06,60.04755451277184,0.007163426978917006,0.008318310207406409,291.750254975518
256.85789809504695,22.775259563555792,9.257468846846544e-05,323.2993923516566,0.0002555269786728888,10.973815212466967,0.00501090306874781,41459.36420715341,256.8579807279294
13.443832008221342,179.88246968769053,5.190023608051162e-05,372.2957112558722,0.0008320303424704195,21.999762566054432,2.657264742153001e-05,19562.061148927834,13.456532630654447
222.92380201318056,86.31756683328015,5.203651692691519e-06,638.8323489735028,0.0004702450180335267,796.9883050873037,6.123584852930757e-05,1260.092616142348,230.59453893674888
25.809532946898887,308.5298603710888,0.00030218069009216027,237.30349793968003,0.00023237023482612553,10.515825408016717,0.004897868139283192,0.010507507944490629,582.1504885036808
13.82944712820062,590.5676593711868,3.2287211769420923e-06,31.28591209139941,0.0028963462712548946,60.505670810652425,1.884074446280983e-05,15.997158297063898,654.5518155114443
58.419331252402294,20.413866139298502,1.0152002822403115e-06,276.2587345417655,0.0013699659153508757,129.69451200668288,0.0001440546772872875,0.006328495949698381,484.7424781724017
10.206883122775471,34.229505896120806,2.9220306188947103e-05,966.9010958600629,8.106105837992321e-05,88.04223082652294,2.4363766156644418e-05,0.0010568734464465157,1099.3795696215727
54.5743019920532,107.56078344132692,5.2054231530194085e-05,17.341031029692868,1.9379231655262037e-06,27.597763751321757,0.00024194749413660003,216.61777199600147,76.10914776826966
402.6657133956782,629.2785083901663,1.1206354010947585e-05,21.39575466622652,9.942324730672105e-06,339.77362091871026,0.00112968849753481,0.03789537727025838,1390.6621462621952
133.70306074731556,882.0355891079812,3.632772608214412e-05,129.772999610877,0.0036891411855203447,100.7410884300012,0.0009291758419162347,2.305564287423273,983.9621045982014
65.58424279462253,524.9045833288249,0.00017855981263885438,60.6603544802698,1.4385197532447429e-05,158.280691573864,0.0003427401485153555,0.0015144660431941426,809.4295995695925
26.68355947160984,79.2744936254155,0.0005765187969876025,20.635548544413204,1.1850932411754754e-06,710.577314161812,0.0006448559279704406,1182.4270588567363,46.83775147506561
106.04183339252444,981.2788590755484,5.179305225423785e-05,27.703167805774946,0.0015398086746890088,22.400165424753986,0.0006755294046556426,1.0626305364513537,1078.7400191922031
308.70761221690844,112.98225968043056,0.00014208637801075915,417.74325433478407,1.2648345387989188e-05,75.73749652187425,4.457090613201796e-06,517.9315879553499,350.38633618993424
39.0632843417223,91.78205007223977,1.454919561200089e-05,351.8916746780995,3.536295311991829e-05,675.8712716516092,0.0034115663461167503,0.615025974887304,498.93513847361703
19.51026054078911,35.799261626377714,0.0004214006445573528,58.93876422467049,0.0007827604775966992,115.4432407058518,0.0025825645695630533,2.874971987885033,108.72834235477467
62.70377329306487,490.5057433730382,0.0005968183125184312,119.52386696888203,0.00017080133125421784,149.81745024978744,5.0092517988235815e-05,2.4109467774337494,377.126263600253
42.84730440867527,390.1771235297474,0.00026196927568970834,97.31012375972828,7.075058471123768e-06,82.57124007372292,2.568807826928513e-06,0.007366117316878795,612.8998508371837
16.258544436794207,42.86435088959419,0.0007446097942628968,18.884028235994037,5.459012292862844e-05,283.62324130756343,2.3579749539309514e-05,14297.395973117567,16.27620876678117
29.28576505139974,990.8721225853569,0.0006157129910208293,18.104191606416286,0.001887354194334455,484.4101117780323,3.7688091622612094e-05,1.1662070136116118,634.1169059796908
97.73960745728854,442.7307641417589,6.4165868346896e-06,27.375666099101508,0.0004216039313011205,124.86483106284447,0.00015012947738921232,5.1472563213594045,660.4427945057083
15.463052142280056,923.3607431016527,0.00016769476346744963,317.117093117054,1.218948297562387e-06,554.9162166866092,0.006204294325240798,0.03947700866072554,1605.5857275764336
11.414124171316802,106.50627250430446,1.9601776083722194e-05,503.23886878656117,0.00039910298424671004,450.74886372363494,0.00016122100319227128,39977.32650353208,11.416989155088547
11.258699311981635,28.773943739526775,5.146253957344743e-06,580.239822564681,0.004595351107639069,42.107096362972435,0.002116209535546646,0.019386530511904993,630.6137697057204
781.6856804245647,37.56645433251396,0.0011653784563344012,556.761238307301,0.0032992482017033665,23.862680439106438,0.00018053211111783418,0.008464307555267735,1395.656469497632
42.32800249387722,25.58311550182281,6.972942026744361e-06,408.34050080557944,4.676102050874645e-06,38.92096326751309,0.0005070508982454229,90103.50879852608,42.3356154943685
191.46339894463767,769.8917796178808,1.6465259292650213e-05,105.85444349758896,0.0006691803975311229,531.0158509217424,5.383743274597612e-06,34744.48391012095,191.46823261033077
28.533335733351628,149.8588499785991,0.0020006431792486353,134.24596599980782,7.503924772830682e-05,14.637454673511037,1.3114632145593321e-05,143.35898538935052,47.73371518723083
13.973829369927655,478.046581269896,0.003039260617327969,35.70838305140246,0.00041714519232664723,304.4919680857443,0.0001906910377420801,61.36753079125183,25.749080313339885
206.52533628303453,24.502910207339614,0.00022391229176464702,61.46137261654277,0.005027339779465124,74.5316108838476,2.9174837504050136e-06,1769.6640230488877,219.05773755797168
73.47869370878925,33.624427297320615,5.552723117260329e-06,208.66793471760144,1.3695433278821142e-05,11.006088397538058,4.385909820784576e-05,18.738074203365326,312.2255143869278
72.0614031807609,615.591705875857,0.00023274491566897563,268.0151170188548,9.719883147116096e-06,195.79942041600862,0.0010823781668013708,22297.608071303235,72.06754774591388
60.08855016780081,33.14876759857577,0.00010557489199424232,13.37765684953018,1.9319913663268143e-05,627.0576162458486,0.0003247664637559708,11.58653861430079,118.61638747585187
65.87132148849918,47.03166117398557,5.59649463279345e-06,21.484991530654913,7.082663552957013e-05,23.180454670917943,0.00031400615937295746,0.001991988861282973,157.56842868608868
554.5038754378307,998.137342010374,0.0009037465818808055,573.2323567709615,0.000368650718771544,229.90162092419388,0.0024648604710105363,0.002784215865370627,2355.5824157780735
206.41605862856363,438.85521723016547,0.0004674629816985342,679.048248310518,2.2989146757549e-05,69.49090218799411,0.006949796192544702,1.3367641799752792,1031.3909690864725
59.419221970415286,64.75685904371353,2.5971451198034124e-05,159.84913282027367,0.0008995972280094038,431.569813434607,0.009844746342924785,62561.14017751263,59.41945609370873
576.1934560732471,45.08138766154217,0.008480986998623378,39.70769541414978,6.74429029556613e-05,127.0131133730769,0.0002787103343501059,0.0001757134087620816,787.9956446639666
