Gs0,Gs1,Gs2,R1,C1,R2,C2,f,Z_mod
812.9054590753142,35.679940588764005,0.20499758042309527,13.407821579130326,0.00012032398340823998,78.4772133660355,7.437360201292683e-05,16307.265320745531,0.594927882953006
71.50483662802509,7.732419905051152,0.113429647707327,22.190598369306908,0.003758459871114908,791.734922713486,5.4895573863720255e-06,3.5128241575518113,797.1592016391581
602.3116258130472,3.384626995281773,0.8114350463560079,100.11579755750542,2.0099294883636584e-05,663.4606698222166,6.1995919597770605e-06,581.2879093514591,61.772348742655
942.414383552975,1.7603217311235306,0.9997271912570007,63.69292699540865,0.0007842640772066744,88.85368673623961,1.3766850144832102e-05,67799.07074834411,1.217382778098529
37.00620962552512,1.5599291930024992,0.18511469443214926,10.378946894662484,0.0021518349774533713,68.73503097047389,5.470972646593448e-05,0.6470545979622638,92.16487240540002
12.789552826600117,3.642311979312229,0.5902383903533227,39.626619937805806,0.0038437955147186697,454.6465613343149,0.0001965860912578703,72443.63761546634,0.020041811618075837
12.10241590571118,7.1287727071657185,0.5452388637883773,212.4126920733147,0.0002786933282066612,45.71588254718386,5.029939057613311e-05,9760.857842254398,0.3958943681624265
74.08695836137639,1.2677046483183014,0.6661863507849526,436.45685092143015,0.004097708816635884,113.5580134788448,0.002576193412489579,0.3045916481999976,256.6111004705312
12.096387958175894,26.84597466660944,0.9731825162625907,14.533541757030639,1.1207341905109322e-06,23.758843823700047,4.5325795882150756e-05,0.7417366696777759,39.06947176800251
251.91916468857536,1.566173574120616,0.34208086036975766,168.0192098556141,0.000838390280942781,841.0832394963152,2.957143781981768e-06,0.006770861500477311,1771.4817551029237
15.951386314331604,3.232719815646925,0.14707885196719483,182.24423462756468,0.0006849495606065756,73.16347086842222,1.672712715519877e-05,1.188759362588621,196.6801473724342
187.84903015891453,1.3156886656023015,0.5018808368471739,453.41768667878745,4.518115412921478e-06,102.68169864096085,3.169343706669529e-05,1753.2951132022795,24.1063050242657
617.8280273242317,94.68116431811687,0.593134347752084,11.973468926277675,2.113181587375292e-05,214.8535139601276,2.6421910530210678e-05,15313.080591685968,1.0423570845743368
99.21779264636785,79.10773175323769,0.37936790600731385,18.76832426559062,3.445596320848912e-05,293.8978042114048,5.764695777701652e-06,4884.765055176208,6.641172319150801
893.2660610617943,1.9153648199404094,0.16887187628985356,832.1731129966747,2.906140904230974e-05,33.66354600686672,0.0002843980691537031,10.87880836152113,524.8652631140642
300.4470628815057,1.2094053793651625,0.2133408261989641,19.740423512407684,0.005936768005631912,166.65340490114482,8.088386721655892e-05,102.36157949806761,28.5820813262328
15.192403614428445,58.259635456086215,0.35784962325302494,13.016858968391164,9.462989190216075e-06,117.49609791198361,2.3114168317309553e-06,0.0003848496845502731,174.03732262334677
137.33339300733758,16.823616583208896,0.14590384974088233,99.95813043670093,9.617691041548333e-06,17.281374080738654,0.000627059617630272,0.017470864512169542,518.799230368604
437.0839372723123,12.487864491880222,0.4029133684127408,92.96751621447878,1.138489412917038e-06,25.630717086255597,0.0017859839949376961,0.0010574489774765128,1257.2527607703626
28.07815336808659,87.14654963033792,0.1434820725946154,18.433087937411553,6.562510450110629e-06,531.8354964752342,0.00012069699506786807,14604.449453660533,1.7514521640494407
546.3030693059163,64.59541837865525,0.7050515025010055,598.5717086089907,0.0001320160403762887,26.399635540309163,4.550125433592686e-05,0.1292854813973844,682.4576385381058
179.98396991466728,28.083276310043264,0.1693830405244394,11.622078414182601,3.548393865742584e-05,72.48018663678052,0.0004079588478712184,11.033961865150998,42.637540678954444
70.99805206872199,66.59243840478311,0.5060321517479798,41.35247208101911,1.4491997952121989e-05,13.362344040094062,7.746954720761353e-06,0.0005834388354292854,201.52030671986654
150.66620066438878,1.123850424617393,0.10757280579225646,425.06520935458343,3.079055405832677e-05,38.007192654375324,0.001736215616887727,5165.4689033046925,1.6728271142644875
187.30277962295196,11.542566074909105,0.11879634312988303,323.0366422110744,0.00029763137229410003,47.26397649905863,0.0005133803718424279,2579.8922581427614,0.7039159692568789
117.29795512774612,4.048702844151815,0.4576641280262389,79.49180697731772,4.06144257250498e-06,63.93177486069833,1.3286258243920462e-06,67247.91053952333,2.428862363404185
129.89483301853494,1.639904848305836,0.132584750037036,686.6076076406995,1.4744089063383636e-05,64.68129514151016,2.330596635269682e-05,0.3496557706171658,869.1079431486411
388.45077274140436,55.66815493088081,0.16432575661718807,331.5808917845945,6.210568678589977e-05,127.66036248060809,0.00021405406662328714,0.006614531416317887,1212.0115442524261
93.95400796273704,2.4549568645902102,0.766283656650342,579.6449138516627,2.40311289477682e-06,523.1744125666171,1.3306623185266489e-05,26.057483605629564,872.9854376360217
395.3736430616962,11.810508672582284,0.39370519096296985,210.31668739959918,1.6310353294680665e-05,490.6623950239479,0.0007278395323247596,21.117949978580512,205.66206962390586
250.00758234881562,3.9124250848059323,0.1988836984771177,262.6305121016832,0.0014566664846349848,232.0249374700179,3.1957304345308053e-06,4.305863546827347,253.5881613680668
10.14446401703189,12.322456931942911,0.4595053193126465,11.914352545919384,0.002158127807933721,487.1844157610254,0.00919570380288495,1145.840018023863,0.10638947954389175
11.86602703774854,13.752621083829252,0.531536976418334,10.608101272841925,0.006319350686488309,754.680038776032,1.5547573681510665e-06,53.08476309598693,703.1303045439232
38.50017349254557,7.636494505940355,0.5457055118425915,103.95078280135597,0.0031151032904880092,605.1000829945991,2.2728343748837692e-06,26832.896214129596,2.635748962154358
