Gs0,Gs1,Gs2,R1,C1,R2,C2,f,Z_mod
175.62762663974647,1.0121229749629888,0.2498029617801364,15.303346711395077,0.00019595489185083822,461.4016920453286,0.0024367464606457443,0.002446328100268087,1194.1751146293414
26.37961787910502,54.02891541877139,0.8265780647004081,507.8346069137699,0.0010045427361531486,691.8388562457693,1.8445478563446586e-06,1097.5138682688796,78.29219318962315
25.277725866010286,5.150602069583562,0.25328201021606633,172.959206497874,9.533741961252397e-05,138.14862370532347,0.00011608492183100435,584.8148532476223,5.331802800264592
566.1507743573401,3.3579368154173035,0.22957776452989778,128.9640645156027,0.009087221419429544,439.36367827741293,6.912285982383123e-05,0.000366352623287874,3077.4669139707144
882.4112317749464,14.035939276740796,0.5255265611739975,923.0692253663943,6.194254957961823e-05,62.30282733730763,0.001890239907031753,0.002306458749901032,2769.2193631661703
291.49028035458514,2.3998952878623188,0.16206404993174578,10.41281135620562,0.007583932486539916,47.802190830229094,0.0007265912896387572,328.40948634699345,4.69349638495091
367.0911133978051,1.4864087919858089,0.10946897883390665,95.95317813908136,1.3714598864456332e-05,302.6109667033383,1.2604940282872444e-05,12662.282414247897,2.776381339103008
49.25383843169794,21.194311240557578,0.874874082020581,14.824734397575499,1.0255529008279811e-05,63.40688865799426,1.5511898477973367e-06,3.8310337879263434,79.79359665659533
63.620135231027454,2.6047610957404754,0.31851763090006124,78.38966131129692,5.351740353383237e-06,996.787369047893,2.6545395322172716e-06,10223.284932235374,8.882925907126278
409.3903071063713,9.17616403641234,0.500719327955945,303.89805578270693,0.0004316682898319358,153.7027736659804,0.0009625325096918725,0.0042303769196878165,1310.3740398343393
20.397670630540947,51.06927200186688,0.12834723417932153,543.9306398144382,0.002183141555229913,15.944436392386669,6.627542393833664e-05,1.7812191066553507,45.874420513487486
366.1498351412388,1.1846245606248886,0.6451116108487653,190.26163286327787,0.0038092510833663317,558.0852083910561,0.0005341750257052433,0.0003453160911157043,1392.5544241702562
