R0,R1,C1,R2,C2,R3,C3,f,Z_mod
19.147888308375244,714.1192998690565,0.0005986394547093449,398.0057900285324,0.00015880049886797973,916.9903387022935,7.389704444704655e-05,0.033543903101525205,2043.9093966841847
18.579531613564207,32.924492152467664,4.6212365145292154e-05,34.7097807298668,3.6671406733643377e-06,430.60365523676603,0.00292508590462523,0.2122775071519431,274.5823920063567
409.5288432518211,187.0877705167421,4.1465925202220084e-05,111.99563919114898,3.708177479641118e-06,273.75796417107784,0.0008796854212986094,34.041039023791996,578.934948792718
106.82097016840285,141.15978220447738,0.001405858966119922,241.05748327425061,0.00016245036792651263,682.9344157127365,0.00016025898421202363,37.54609476055744,123.70660053463217
388.53366078330515,24.46837286260687,0.005608591227543357,883.5664040441949,0.0002680980816564325,24.20449203188969,0.0011273067329873297,134.69364859370233,388.6440412514578
856.3455216503504,26.607944073394837,0.00026524406302601375,58.52093507033447,2.5978874581602683e-05,13.152873312233273,0.0002616269779800756,29548.006705208027,856.3463399089325
58.07951844621534,22.09897670469967,1.4262506643875296e-06,901.5044829417855,3.1803921194049465e-06,341.31837335528616,1.3079204585225391e-05,0.3153637439562282,1322.970603750695
219.47129238541365,716.7484160845664,3.6095605904329326e-05,22.106715028644082,7.187531590621319e-06,37.625094195387874,0.0010652417779836532,11.332948650001692,514.5800135077263
41.25111960256484,17.399953445700934,0.0013258772948936375,965.4891807916599,0.004278041416597772,390.49537884492065,9.313270495596448e-05,95774.07434192978,41.251125110128136
290.5125272616759,243.41877709603207,0.0026800181797272246,23.941903646135003,0.0017786090761375743,27.09983852480672,0.004814464916888909,5.806591404732154,300.2772013290767
59.745307647373664,496.4190895523413,0.002433487864199258,438.18440504363616,1.524263384571055e-05,46.24011336820053,1.2154950865153836e-06,41.753360232980704,286.48959614004843
375.24420469154524,834.6547466721585,0.0001186886018074387,307.7090181665823,6.446296556719855e-06,193.81681746665672,2.204662580966424e-06,1.1455442994139136,1484.8021759522157
684.6695735383895,165.58172750557605,1.2000675905230641e-05,28.516541193048553,0.0001877744601889223,21.725998710497898,1.1165306323704884e-06,4866.638972062731,698.8569179231946
13.034038696270361,62.28749724432595,9.041849182586847e-05,573.820448841835,6.355797122982838e-06,395.4149096449279,0.0005407115518555353,0.00024474081469771876,1044.5568602263695
95.39264075879677,91.94569397506473,1.338746228361302e-05,493.01414290396036,0.0008465128965626913,21.754182263168495,9.901156580090795e-05,356.3996364253532,112.35657568063581
10.627422776695857,304.43654491814914,0.0007701029694093203,545.0330526534284,0.0003906454582356584,542.4986270669741,1.5303766740362362e-05,0.0003474936716049221,1402.5955122786822
11.902466690013167,874.0761327773504,3.0407653778763787e-05,427.6550815379935,0.0007087402873773669,344.9128530974338,0.0007038260827696595,2.463343203293559,933.933127520238
556.26664302421,17.33798985776414,1.3839695588341696e-06,26.243353681541173,7.526866457906798e-06,498.1330522988566,0.00016162444344137032,14228.521223065227,559.5055458458958
51.38832573140782,29.38253878410546,1.4914190625088556e-06,176.4886372562073,0.0015994090115592763,51.074271577250485,0.00011801957608863384,53.600088413618344,93.51365201721367
227.47882667756937,258.7434285938471,2.4307596422080773e-05,654.7236509138656,3.632946962656811e-06,22.285758243231143,1.2068379685013443e-05,0.0003010737898699238,1163.2316643942845
438.9235597557146,711.9057823599718,0.0015768391867152683,23.799909413135065,0.00010970924427056069,51.86715037244601,0.00022281765046054512,16.316365972864375,484.2328966452467
27.257958727526646,508.5665303807908,1.680890896789827e-05,117.19331736493966,0.0001729674915141516,16.39243429006549,8.557941011334812e-05,0.1342891151295619,669.3736829737466
10.404683243606195,227.51976859350032,0.0016208416843557832,698.5185253276163,9.495607068951155e-06,13.200540582915371,0.003960199368539044,4.780098989707257,706.3164792453108
36.3466916452218,15.822145833990973,0.0009290339664606332,89.36906692670676,0.007373352712311182,50.45568063091525,1.8217026682737918e-06,0.01365168617792194,191.7756066587978
