R0,R1,C1,f,Z_mod
12.153687183778958,584.7009316507018,2.3843171729341493e-05,216.43580183956317,33.69964901854886
922.3633153778219,547.6435751555148,0.0001667256737290867,91014.93146147502,922.3633156383223
14.857844342396268,20.56077087450098,5.618826521931676e-06,4306.017508502336,17.797187239135543
220.74576423936261,151.72532960319637,9.458690469114708e-06,8.014466520140113,371.84283246231706
33.0086204690535,680.5530225191027,0.00022121354167143,0.0001940242657869075,713.5616309961916
265.68753067553246,11.771643253166031,2.7321141571731154e-06,0.0012016646218682271,277.4591739286978
237.439587010126,340.571761267365,0.0007110578124505689,3539.664743134888,237.43960717113302
658.42609014369,46.892294033391096,8.18349861538655e-06,1057.359819137721,664.8698546954923
415.40527819310216,287.4363553355501,0.0070674641292141705,4989.516457676491,415.40527828848934
241.35966289719974,514.5978120426207,0.0016266006537176134,1.886208969055523,251.82760693542537
199.77782091705697,487.2988465725932,2.3415138340735703e-06,2.4696909823210014,686.9780993016607
12.622671716203083,37.80411621616281,1.3155175686013368e-06,381.4846230931714,50.094572632252515
237.8957430553975,314.1963763973183,0.006092760686016406,2061.8514834318626,237.8957439036006
18.035415989874753,22.152954852632586,0.009779974832825803,0.0016612857962514367,40.18828877198906
604.4955711065223,40.34183694456889,0.005510566397745805,390.505013487018,604.4957112240488
181.13474628033538,10.021396325544023,5.487661230076328e-06,88.3213643544639,191.14706187626908
10.611561827743893,895.2340306526381,2.471183708588378e-06,0.09889174102229072,905.844736769659
60.123698794959,114.40919883297848,1.352308136065893e-06,70062.50274779166,60.171798950900076
27.02940635055311,209.22756405563024,0.00119457698272116,2.742957217571866,59.56163006567735
258.49036950603556,10.275779530495974,0.0007022642781141537,0.0002753128393683884,268.7661490349609
716.1721409460274,127.67159136879022,3.7323218302054936e-06,46978.92744521123,716.1791690656254
140.12300061795113,532.045991198017,0.001091332993495226,8.116614898299447,141.86885186380815
280.40060198968393,14.923138883949903,2.358049686257308e-06,0.7845529589902543,295.3237404359335
36.60616008956926,436.529802025291,3.770631614197806e-05,0.3766012213469632,472.7796481009081
97.94436258749212,100.84604023998153,8.989942417258589e-06,0.001096449815188875,198.79040282453752
31.382049498040264,28.975189238868385,7.46895368730089e-05,18.26492968833834,59.06401742377046
925.4409559808419,134.80263163705237,0.00823665393184496,42.77785886548058,925.4425797655771
79.14927146465801,161.36306690115904,1.1597982236209614e-05,10.007796228887491,239.0430993762398
465.24776769666283,757.5495948747873,0.00012274946793984758,1655.3046837025383,465.2492369702728
98.31545729902223,563.7226539206952,0.006459243103100483,0.0008516172110333886,661.9152580442394
46.98026675683341,25.02727239493671,1.8250991383771266e-05,21.566306855606875,71.9285810237615
13.543851675965428,12.627276036855564,0.0002344717703590971,0.00429951041831921,26.171127651528142
375.76243726059795,33.04930236134457,0.004123378626355651,36.70154587135527,375.79733793001327
187.25606358099245,19.250181139929026,1.2191658090203692e-05,101.55542051376848,206.10328766899758
13.376085413895993,160.34426219327628,2.9342978306093597e-05,0.05109473272787041,173.72015060784915
