R0,R1,C1,f,Z_mod
82.75294544324537,142.1438806601732,3.540987765864168e-06,0.0012240734495778654,224.89682610196158
684.5253094300205,77.86376204842979,2.3202601663283803e-05,563.6776145822137,686.4845691810078
532.8162308678884,364.5104901836396,8.45798670219398e-06,0.00024896005289852036,897.3267210447721
65.75111432250425,31.47460862850143,0.008613628137820644,0.022235058367254222,97.18792518924658
34.430409969668375,56.44079196996497,0.005288189218373736,0.07378717782156136,90.13713500525263
487.94937433786777,186.51487036231893,5.2490803254671817e-05,92912.05243778566,487.9493811388582
355.0994069578144,16.228702872948894,2.6173940851472138e-05,157.11528885407282,368.9466696994057
73.55499839081259,983.5123286897257,0.00011062103347056045,6936.073250411242,73.55533461739708
244.70257395613262,26.437809552311858,3.373816704774173e-06,2219.040022226543,255.4106226503339
32.11494344354001,199.89696786901132,1.9970115737058644e-06,0.05561027866888772,232.01190909883516
284.14391440491306,52.70336292333601,0.0008894716047377543,6.08302704881187,297.5083775407021
439.0122561983771,14.439365463233175,1.7788915485503964e-05,0.047844290080860656,453.4516215768889
854.9938544640268,45.94784285619321,7.191381527868945e-06,0.04254803961124899,900.9416969708217
178.44136154348183,147.8590130544953,1.2622742922970234e-06,14266.57827804333,179.18427302747116
39.969621724830375,74.34937974558183,0.0033704279302358728,0.010034811769437898,114.30647925390892
155.12844375270976,10.761057231745628,0.0003249414759119743,456.77207523583536,155.23787457530682
14.526761567784975,347.56363491723647,1.3509463439751902e-05,0.2702687320781851,362.07890535024086
899.8122957319459,50.55797703985811,0.0012467688958856327,38.76148223640737,900.0318888387143
24.156273063065946,280.8466574756439,2.955841254556114e-05,0.06367706620191022,305.0012588161094
16.87878959676392,89.73316755487191,1.1806893021743752e-06,0.0028867083404264843,106.61195715144395
28.626964410556237,309.1193248641569,6.3186390412879e-06,1148.13166105734,37.24353508012629
59.26434560594298,30.277087888077116,7.768189637355472e-06,267.0234851190414,86.08506419500229
296.37825938832935,349.1561101935104,0.00016296354118600448,0.0013422910425943436,645.5343109202078
246.72675701681817,144.3523748754177,0.0012648956260518371,0.0019624354402605544,391.07853523667677
66.14262834229618,64.75587460721432,5.475544462542587e-05,0.00575168579238385,130.89850214924445
10.149972554505402,194.6480103427099,1.812350688678212e-05,0.0017451575281151092,204.79798274437388
29.284434485664228,526.7279095293028,0.003365255309005049,2.6647584632193015,34.74463230094759
22.715188493612615,131.09844275511372,8.909392992835417e-06,0.73312963544535,153.81145358198611
104.98697100861153,798.8096704124721,4.5956398315031266e-05,0.2808533812652884,901.9316887208016
598.2416238116379,270.7612070758713,1.829526531032592e-05,5.458349452139515,862.5667070190988
781.669372708716,460.3365761159611,0.0012922328007381112,0.009751014940584923,1241.5083663975686
724.2591412763499,495.7905247948875,0.0006466134303978725,7.711501089928215,727.0007064982852
449.43716849708863,23.430589295022077,0.00920307475355241,0.08080207326382592,472.59706582483
32.87448653948952,776.8920548738502,1.7022134044193498e-06,0.00017737837990667408,809.7665414124616
15.784979514073651,337.63554153253864,9.538173870500587e-05,61.34709056509932,32.44898949481409
930.1932343024685,89.92877581567993,1.8298638360462606e-06,0.0056682422407249135,1020.1220101151957
43.60434641504233,17.874192226312562,1.006628340395608e-06,0.004551955089148232,61.478538641350845
137.7659006667638,15.807682415453598,0.006962667151393933,786.706144490856,137.76595713728116
822.494400203848,887.1350687462775,1.7106201195082145e-05,1.9779827975817816,1686.9125522044108
10.724525423997076,280.1398807798302,0.0019575199789774334,0.0001326330275428719,290.8643758722437
10.289451302061964,41.32188056142515,1.2150631722627719e-05,0.0022303256471469758,51.61133186226036
66.17482065735227,39.31417523263669,2.19453796943228e-05,24214.66025851387,66.17777982258859
243.31351953959182,321.4305852170125,1.9028134773101653e-05,3363.130654307277,243.34546908856376
79.28701033725484,681.1071453467046,0.0005452426329897887,1603.1975133691494,79.28726806002474
12.668845345185687,320.41694679806005,0.0007649954423117807,1.021687325403112,178.97601919798092
29.10331658342195,22.20157394653128,5.9503086071368636e-05,0.0002349618286039423,51.30489052988706
28.22025550438584,108.16544610448776,5.1727734310611416e-05,0.003787244569674366,136.38570045178747
271.30129977010523,537.9738423483191,0.0014072632338400961,0.04060087116036543,796.2555523255908
83.67880232063537,102.14006220746849,7.791793646205088e-05,8126.461859146724,83.6797983464661
66.55495706852614,352.9130555915546,2.4227554880202923e-05,89420.44559260423,66.5550129060174
458.76898802743796,14.910723174114397,0.00048687242857322005,0.8181545838974369,473.6592998359873
83.80742411433133,83.08245278948861,0.000392389024717089,12318.779489629645,83.80744363069668
325.0170554730918,54.98872976803539,9.809335122566777e-05,0.014802963948766916,380.00577240186146
17.99819424026919,405.62641821971647,4.4711778862953e-05,3935.9550888603058,18.022915017261692
97.71012101624058,40.377151758006875,7.42046510096585e-05,0.5914693464723845,138.08299909674685
101.08530574512609,137.9356017275819,1.281371665317371e-05,0.03096735485011108,239.02089586635034
701.0415378930555,536.5700715967716,0.0034790247183506566,1.6552824501786911,703.0018423304724
39.86641867796444,78.10663857729804,0.0035248902779030627,8.553101400539598,40.563418981532834
43.59919015052028,525.0926358670539,0.0005755952473356241,15.809338183289647,47.50991364547899
16.371436964600036,35.611166492961964,3.1282224124722094e-05,44316.682238019865,16.372209568634656
