Electrolyte_Amount Drying_time stacking_h stacking_v under_coating_anode_mean under_coating_cathode_mean over_coating_anode_mean over_coating_cathode_mean Cap_out(Cyc25)
1.36 24.0 36.42550915009494 -24.60858585860076 0.7940430485177785 0.5532945476807072 -20.80090172382915 -7.604230084804973 0.396839
1.29 24.0 37.32054110140943 -26.6992895689768 0.3788299683182314 2.47794120979961 24.76591079281435 -62.4475218187154 0.392787
1.16 24.0 38.64045636026408 -22.92647982490358 0.6913569301711201 1.007319100899622 3.846404342473486 -24.61339974371622 0.362162
1.22 4.3 -47.96825408035871 -29.51839163669563 0.4715359515764497 0.0786391325527802 37.67442857033797 21.89310025812347 0.39625
1.49 4.3 -29.57597285633273 -33.16493431134558 0.5547937374406805 0.07371912061494691 11.27527052276712 10.08776225452551 0.385075
1.14 4.3 -18.81458633266152 -26.54382428602518 0.5643974582199007 0.5711711212643422 -2.624900232196333 -14.99339582503492 0.397062
1.31 4.3 -30.82440113836616 -35.33552024216507 1.457945369960119 1.742255965816892 -34.19196764585909 -43.93589131866032 0.380195
1.28 14.6 32.89740370459243 -24.65121998027019 1.813309908902738 1.727052036658279 -39.79155984008936 -37.31519995923666 0.404671
1.4 14.6 5.095865542392266 -24.45396665784176 0.365669875993097 0.1330928150127875 27.4524568140852 10.14448334036376 0.402505
1.07 14.6 -32.34723939013044 -24.44975691314217 0.1480675790522431 0.07514925502619008 60.01716978544581 44.61143236306921 0.277914
1.31 14.6 6.022898653795812 -35.79375279451194 0.2637700890772976 0.0739894613798242 49.51036733213262 51.56926012579068 0.414923
1.23 17.1 -52.2078247226068 -16.30284454796648 1.770925825985614 1.705405128450366 -37.70471234131036 -42.37209431310009 0.378494
1.4 17.1 7.438574249548559 -21.97550882242818 0.4419253560627112 0.1878321636004898 20.09780764628693 16.32874645255004 0.410617
1.25 17.1 -35.91056248141323 -16.53704140926345 0.5268847686238587 0.06698078444060229 46.95244045286051 24.59890964059896 0.402495
1.2 17.1 -8.58642440598536 -32.20751070500755 1.909879804588854 1.140871919051278 -49.88532192606124 -28.80395303652246 0.399608
1.33 6.9 -20.64213901463799 -28.91986108143828 0.496940405961747 0.07898751637185342 24.81009981113644 19.34880149757601 0.329699
1.07 6.9 -51.23596543315507 -24.29223004859983 0.3546845905172328 0.0758910916010791 33.5546965434152 25.35495223197977 0.26156
1.02 6.9 -19.02403493647121 -25.91816375764348 1.510281220014969 1.251199307201508 -36.57572572759414 -27.8279686443439 0.392757
1.23 6.9 -3.458855267708918 -28.50311259435213 0.7165369535373016 0.1727870407800462 13.32239445166292 20.41892625533846 0.419507
1.36 9.4 17.52558647025852 -14.11754185225748 1.237183368842428 0.7720633661847387 -21.68892961392342 -9.023584412136444 0.386933
1.17 9.4 -2.901462003452969 -25.35909404648019 0.9516195538708416 0.331589701527264 -7.328775284060295 -5.544211504464601 0.411557
1.226320201173512 4.285 -46.68328009728734 -23.26557019494787 0.5431910899157325 0.001094613344439033 25.32862499507921 23.60500941725759 0.307128
1.336127409891031 4.285 -29.67147870017611 -16.66731570908839 0.4839097227280338 0.003179461581075948 9.10961828414641 5.30588646213364 0.395093
1.079631181894384 4.285 -26.48031235376001 -25.19921731785603 0.5249573926751813 1.325334064492502 5.768737729283656 -32.35495006236428 0.244325
1.346186085498743 6.8575 -18.30018993449785 -20.12210315499397 0.569751839308689 0.06570411880349251 23.58101798249557 38.96532012381799 0.401574
1.257334450963956 6.8575 -39.67656320412759 -17.12737610114975 0.5407799268141389 0.00106791726082009 37.8973744177249 27.40981735112659 0.391845
1.299245599329422 6.8575 -13.71654974929041 -26.98181726536362 1.308029936626554 0.8349396900131405 -16.93716652419217 -13.18169356270737 0.407977
1.488683989941324 9.4275 12.53188701094384 -24.76988985647116 1.151747551436226 0.7651399159656829 -12.65973935801484 -13.33201755056502 0.348659
1.347024308466052 9.4275 -2.707319030880547 -18.44759187357501 0.5356897211944064 0.07180547126959672 14.37187057059316 12.1426694650077 0.412384
1.246437552388935 9.4275 -45.20516582746183 -13.58213653945766 0.5282858929907283 0.7416303795020308 29.49750318790404 -17.98437316310646 0.377083
1.282481139983235 12.0 -19.35244200493447 -13.93861441498096 1.137920546655854 0.4088958100320031 -11.70397455961957 0.7521333639434481 0.395667
1.552388935456831 12.0 14.73450850724688 -21.82662996765692 2.463196683675051 3.531226233773654 -42.21795107756964 -90.54657791992375 0.369056
1.274937133277452 14.5725 3.262497899051652 -14.91626113781382 2.016267941022913 0.8524173724288284 -38.0702821669297 -18.72014459472798 0.394498
1.512154233025985 14.5725 -11.41389652801873 -28.40036475099449 0.597444192195932 0.09797140330718147 23.24004376841421 5.12317458159332 0.396631
1.259010896898575 14.5725 -30.09646698296164 -17.59167811150161 0.4254629447435339 0.002786022212193078 78.2002690764994 84.05246638396548 0.408721
1.170997485331098 12.0 -18.7144821758724 -18.90825806716137 1.342443446628749 0.9024455417466216 -22.02518063786139 -27.81922539805487 0.385171
1.333612740989103 19.715 0.8288175264223469 -22.18546474802265 1.308149394268791 0.7204395913801382 -11.90596611000361 -20.11737686855658 0.408526
1.299245599329422 19.715 -43.47748303566205 -18.21762415956361 0.5895348498597741 0.1589081637868563 2.287850050627222 3.965898480361692 0.381047
1.350377200335289 19.715 11.39041994630581 -11.95125487841945 2.058256706222892 3.773333403496303 -34.1012274879532 -98.81912869497565 0.386334
1.395641240569992 24.0 19.50960407956802 -11.15289042356466 0.6150640733540058 0.169301888688659 5.400146515152481 1.260969515439045 0.408192
1.31 6.0 -66.68549150366691 -10.79687570567849 1.161512592807412 0.8851675894926612 -18.6385963123818 -19.81915881117652 0.381488
1.4 6.0 6.512998998493401 -1.020206727635178 1.227661509377261 1.004291729940713 -17.01679657359667 -24.14863471218641 0.39884
1.41 6.0 -41.59031513025845 -15.71611023565532 0.8380399396022161 0.2653924047069499 -11.27769457352288 -1.54678069700235 0.382061
